Word1,Word2,Number of SMSs with co-occurences
every,wk,12
every,wkly,1
every,wktxt,1
every,word,3
every,wwwgetzedcouk,6
every,wwwidewcom,2
every,wwwldewcom,1
every,wwwmovietriviatv,2
every,wwwmusictrivianet,1
every,wwwtextpodnet,2
every,zed,1
everyone,faster,1
everyone,going,1
everyone,idiot,1
everyone,maniac,1
everyone,notice,1
everyone,outgoing,1
everyone,presence,1
everyone,real,1
everyone,responding,1
everyone,romcapspam,1
everyone,since,1
everyone,slower,1
everyone,sunshine,1
everyone,warm,1
everyone,well,1
everyone,youre,1
exciting,eye,2
exciting,foley,2
exciting,ipod,2
exciting,keep,2
exciting,meet,2
exciting,mobile,2
exciting,mr,2
exciting,place,2
exciting,prizes,2
exciting,singles,2
exciting,soon,2
exciting,town,2
exciting,txt,2
exciting,uk,2
exciting,ur,2
exciting,visit,2
exciting,win,2
exciting,winner,2
exciting,won,2
exciting,wwwwin82050couk,2
exciting,yes,2
exorcist,ghost,2
exorcist,munsters,2
exorcist,nokia,2
exorcist,pobox36504w45wq,2
exorcist,rply,2
exorcist,title,2
exorcist,titles,2
exorcist,tone,2
exorcist,tones,2
exorcist,twilight,2
exorcist,wwwgetzedcouk,2
exp,get,1
exp,ok,1
exp,receive,1
exp,selected,1
exp,sim,1
exp,subscriber,1
exp,txt,1
exp,word,1
experiencehttpwwwvouch4mecometlpdiningasp,following,1
experiencehttpwwwvouch4mecometlpdiningasp,holder,1
experiencehttpwwwvouch4mecometlpdiningasp,link,1
experiencehttpwwwvouch4mecometlpdiningasp,meal,1
experiencehttpwwwvouch4mecometlpdiningasp,next,1
experiencehttpwwwvouch4mecometlpdiningasp,pc,1
experiencehttpwwwvouch4mecometlpdiningasp,us,1
experiencehttpwwwvouch4mecometlpdiningasp,use,1
experiencehttpwwwvouch4mecometlpdiningasp,voucher,1
expired,free,1
expired,monoc,1
expired,monos,1
expired,msg,1
expired,per,1
expired,polyc,1
expired,polys,1
expired,reply,1
expired,resub,1
expired,stop,1
expired,stream,1
expired,subs,1
expired,tone,1
expired,txt,1
expired,week,1
expired,weekly,1
expires,final,1
expires,fone,1
expires,identifier,16
expires,important,1
expires,m,9
expires,message,1
expires,messages,1
expires,points,16
expires,private,15
expires,shows,16
expires,sim,3
expires,statement,15
expires,unredeemed,16
expires,waiting,1
expires,xxxxx,1
expires,xxxxxx,1
expiry,help,1
expiry,info,1
expiry,min,1
expiry,mob,1
expiry,offer,1
expiry,package,1
expiry,pls,1
expiry,reply,1
expiry,request,1
expiry,resubmit,1
expiry,sorry,1
expiry,term,1
expiry,themob,1
expiry,u,1
expiry,unsubscribe,1
expiry,weeks,1
expiry,yet,1
explicit,gsex,1
explicit,pobox,1
explicit,ring,2
explicit,secs,2
explicit,sex,2
explicit,want,2
explicit,wc1n,1
explosive,granite,2
explosive,issues,2
explosive,members,2
explosive,nasdaq,2
explosive,per,2
explosive,pick,2
explosive,strongbuy,2
explosive,symbol,2
extra,films,1
extra,free,2
extra,get,2
extra,go,1
extra,goto,4
extra,gotto,1
extra,help,4
extra,help08700469649,1
extra,inclusive,4
extra,ip4,1
extra,keep,1
extra,latest,1
extra,login,5
extra,minstexts,1
extra,mobile,2
extra,movie,1
extra,mths,1
extra,number,1
extra,ordered,1
extra,phones,1
extra,player,1
extra,pls,5
extra,po,1
extra,services,4
extra,sms,4
extra,smsservices,1
extra,stop,5
extra,text,7
extra,ts,1
extra,unsubscribe,5
extra,update,1
extra,ur,1
extra,video,1
extra,wwwcomuknet,5
extra,yes,1
extra,yourinclusive,1
extra,yrs,1
extreme,going,1
extreme,knows,1
extreme,listen,1
extreme,listening,1
extreme,live,1
extreme,min,1
extreme,office,1
extreme,one,1
extreme,privacy,1
extreme,right,1
extreme,sic,1
extreme,total,1
eye,foley,2
eye,ipod,2
eye,keep,2
eye,mobile,2
eye,mr,2
eye,prizes,2
eye,soon,2
eye,ur,2
eye,visit,2
eye,win,2
eye,winner,2
eye,won,2
eye,wwwwin82050couk,2
eyeddont,f,1
eyeddont,frogaxel,1
eyeddont,include,1
eyeddont,info,1
eyeddont,n,1
eyeddont,new,1
eyeddont,p,1
eyeddont,ready,1
eyeddont,tones,1
eyeddont,weekly,1
eyeddont,weeks,1
f,flower,2
f,followed,1
f,frogaxel,1
f,g,1
f,gay,1
f,gender,1
f,include,1
f,info,1
f,lily,2
f,m,1
f,men,1
f,n,1
f,new,1
f,p,1
f,quiz,2
f,ready,1
f,sexy,1
f,singles,1
f,text,1
f,tones,1
f,tulip,2
f,tv,2
f,txt,2
f,violet,2
f,waiting,1
f,weekly,1
f,weeks,1
f,win,2
f,wither,1
f,wkent150p16,2
fa,final,2
fa,free,2
fa,may,2
fa,questionstd,2
fa,ratetcs,2
fa,receive,2
fa,text,2
fa,tkts,2
fa,txt,2
fa,win,2
fa,wkly,2
fact,gay,1
fact,nick,1
fact,pete,1
fact,photo,1
fact,pic,1
fact,stop,1
fact,texts,1
fact,tom,1
fact,try,1
fact,types,1
fact,upload,1
failed,mobile,1
failed,msg,1
failed,network,1
failed,order,1
failed,previous,1
failed,queries,1
failed,resent,1
fall,friends,1
fall,love,1
fall,make,1
fall,meet,1
fall,new,1
fall,see,1
fall,service,1
fall,sexy,1
fall,talk,1
fall,text,1
fall,vip,1
fall,worlds,1
fancies,find,3
fancies,give,2
fancies,guess,2
fancies,know,3
fancies,landline,2
fancies,ls15hb,1
fancies,pobox,1
fancies,secretly,2
fancies,somebody,2
fancies,someone,1
fancies,us,2
fancies,wanna,2
fancy,fastest,1
fancy,filthyguys,1
fancy,finally,1
fancy,find,3
fancy,flirt,2
fancy,free,1
fancy,freemsg,2
fancy,fri,1
fancy,get,1
fancy,go,1
fancy,got,1
fancy,growing,1
fancy,hard,1
fancy,help08714742804,1
fancy,hi,2
fancy,hlp,1
fancy,hot,1
fancy,hotel,1
fancy,hubby,1
fancy,im,1
fancy,join,2
fancy,landline,3
fancy,leave,1
fancy,lucy,1
fancy,matched,1
fancy,meetins,1
fancy,mobile,1
fancy,moby,1
fancy,msg,2
fancy,msg150p,1
fancy,msgs,1
fancy,n,1
fancy,nasty,1
fancy,new,1
fancy,optout,2
fancy,per,1
fancy,phone,3
fancy,pic,1
fancy,pls,1
fancy,pobox1,1
fancy,pobox12n146tf15,1
fancy,pobox12n146tf150p,1
fancy,rcvd,1
fancy,reply,2
fancy,rply,1
fancy,rude,1
fancy,service,4
fancy,sextextukcom,1
fancy,sexy,2
fancy,shag,1
fancy,singles,1
fancy,slo,1
fancy,slo4msgs,1
fancy,someone,3
fancy,stop,2
fancy,summer,1
fancy,summers,1
fancy,suzy,1
fancy,thing,1
fancy,time,1
fancy,tncs,1
fancy,txt,4
fancy,txts,1
fancy,u,2
fancy,uks,1
fancy,w14rg,1
fancy,w8in,1
fancy,wanna,1
fancy,want,1
fancy,website,1
fancy,wow,1
fancy,x,2
fancy,xxuk,1
fancy,xxx,1
fancy,youto,1
fancy,yr,1
fans,free,1
fans,get,1
fans,latest,1
fans,mobile,1
fans,news,1
fans,norm,1
fans,plus,1
fans,sport,1
fans,sports,1
fans,str,1
fans,tone,1
fans,txt,1
fans,ur,1
fans,wk,1
fans,wwwgetzedcouk,1
fantasies,hot,5
fantasies,id,1
fantasies,like,1
fantasies,live,5
fantasies,ltd,5
fantasies,min,5
fantasies,nat,1
fantasies,national,3
fantasies,ntt,5
fantasies,per,5
fantasies,po,5
fantasies,rate,4
fantasies,stop,1
fantasies,tell,1
fantasies,texts,1
fantastic,find,4
fantastic,game,1
fantastic,go,1
fantastic,httpwwwurawinnercom,6
fantastic,important,6
fantastic,information,6
fantastic,keep,1
fantastic,log,6
fantastic,lucky,6
fantastic,message,1
fantastic,ngage,1
fantastic,nokia,1
fantastic,o2,2
fantastic,onto,6
fantastic,orange,3
fantastic,prizeawaiting,1
fantastic,reply,1
fantastic,review,1
fantastic,surprise,5
fantastic,theres,3
fantastic,today,6
fantastic,unsubscribe,1
fantastic,ur,1
fantastic,urgent,2
fantastic,user,6
fantastic,word,1
fantastic,wwwcnupdatescomnewsletter,1
fantasy,football,2
fantasy,gamestar,2
fantasy,go,2
fantasy,horny,1
fantasy,hot,1
fantasy,im,1
fantasy,ltd,2
fantasy,make,1
fantasy,min,2
fantasy,national,2
fantasy,need,1
fantasy,nowsky,2
fantasy,ntt,2
fantasy,opt,2
fantasy,per,2
fantasy,play,2
fantasy,po,2
fantasy,rate,2
fantasy,reality,2
fantasy,register,2
fantasy,replies,1
fantasy,saturday,2
fantasy,scoring,2
fantasy,send,1
fantasy,show,2
fantasy,sky,2
fantasy,starts,2
fantasy,sticky,1
fantasy,stop,1
fantasy,team,2
fantasy,turn,1
fantasy,tv,2
fantasy,txt,1
farrell,film,1
farrell,free,1
farrell,get,1
farrell,kiosk,1
farrell,med,1
farrell,mre,1
farrell,msgticketkioskvalid,1
farrell,offers,1
farrell,popcornjust,1
farrell,reply,1
farrell,show,1
farrell,sony,1
farrell,swat,1
farrell,tc,1
farrell,village,1
farrell,warner,1
farrell,wkend,1
fast,fri,1
fast,new,1
fast,night,1
fast,sale,1
fast,sat,1
fast,selling,1
fast,theyre,1
fast,thurs,1
fast,tickets,1
fast,till,1
fast,week,1
fast,xmas,1
fast,years,1
faster,going,1
faster,idiot,1
faster,maniac,1
faster,notice,1
faster,slower,1
faster,youre,1
fastest,flirt,1
fastest,freemsg,1
fastest,gigolo,1
fastest,good,1
fastest,growing,2
fastest,gsoh,1
fastest,join,2
fastest,ladiesu,1
fastest,male,1
fastest,mens,1
fastest,mjzgroup,1
fastest,mobile,1
fastest,msg150rcvd,1
fastest,msgs,1
fastest,oncall,1
fastest,optout,1
fastest,rcvd,1
fastest,reply,2
fastest,service,1
fastest,spam,1
fastest,stop,2
fastest,txt,1
fastest,uks,2
features,format,1
features,get,1
features,graphics,1
features,great,1
features,new,1
features,replying,1
features,take,1
features,tmobile,1
feb,good,1
feb,luck,1
feb,place,1
feb,removal,1
feb,send,1
feb,services,1
feb,stop,1
feb,takes,1
feeling,freemsg,1
feeling,gay,1
feeling,guys,1
feeling,help08700621170150p,1
feeling,hey,1
feeling,home,1
feeling,hungry,1
feeling,im,1
feeling,love,1
feeling,men,1
feeling,msg,1
feeling,pix,1
feeling,qlynnbv,1
feeling,randy,1
feeling,reply,1
feeling,satisfy,1
feeling,send,1
feeling,stop,2
feeling,texts,1
feeling,txts,1
female,freemsg,1
female,havent,1
female,hear,1
female,im,1
female,live,1
female,local,1
female,ltd,1
female,luv,1
female,msg,1
female,netcollex,1
female,per,1
female,randy,1
female,replied,1
female,reply,1
female,sexy,1
female,stop,1
female,text,1
female,u,1
fgkslpo,fgkslpopw,1
fgkslpo,smsshsexnetun,1
fgkslpo,videos,1
fgkslpopw,smsshsexnetun,1
fgkslpopw,videos,1
fifa,held,1
fifa,reply,1
fifa,send,1
fifa,service,1
fifa,stop,1
fifa,weekly,1
fifa,win,1
fifa,world,1
film,free,1
film,get,1
film,july,1
film,kiosk,1
film,med,1
film,movie,1
film,mre,1
film,msgticketkioskvalid,1
film,name,1
film,offers,1
film,popcornjust,1
film,released,1
film,reply,1
film,send,1
film,show,1
film,simpsons,1
film,sony,1
film,start,1
film,swat,1
film,tc,1
film,village,1
film,warner,1
film,wkend,1
films,filth,1
films,filthy,1
films,free,1
films,get,2
films,go,1
films,ltd,1
films,mobile,1
films,movie,1
films,ordered,1
films,per,1
films,phone,1
films,pics,1
films,player,1
films,rock,1
films,rply,1
films,saristar,1
films,stop2,1
films,text,1
films,ts,1
films,video,1
films,xxx,1
films,yr,1
films,yrs,1
filth,filthy,1
filth,get,1
filth,ltd,1
filth,per,1
filth,phone,1
filth,pics,1
filth,rock,1
filth,rply,1
filth,saristar,1
filth,stop2,1
filth,xxx,1
filth,yr,1
filthy,get,1
filthy,girls,1
filthy,ltd,1
filthy,per,1
filthy,phone,1
filthy,pics,1
filthy,rock,1
filthy,rply,1
filthy,saristar,1
filthy,stop2,1
filthy,stories,1
filthy,waiting,1
filthy,xxx,1
filthy,yr,1
filthyguys,go,1
filthyguys,hard,1
filthyguys,im,1
filthyguys,n,1
filthyguys,nasty,1
filthyguys,rude,1
filthyguys,sexy,1
filthyguys,slo,1
filthyguys,slo4msgs,1
filthyguys,thing,1
filthyguys,time,1
filthyguys,txt,1
filthyguys,u,1
filthyguys,want,1
filthyguys,xxx,1
final,free,2
final,guaranteed,1
final,holiday,2
final,important,1
final,invited,4
final,landline,3
final,ldn,3
final,m263uz,2
final,may,2
final,member,2
final,message,1
final,messages,1
final,mobile,4
final,notice,2
final,offers,2
final,okmail,1
final,pobox,2
final,pobox84,2
final,prize,3
final,questionstd,2
final,ratetcs,2
final,receive,2
final,sae,2
final,savamob,2
final,subs,2
final,tcs,2
final,tenerife,2
final,text,4
final,tkts,4
final,today,2
final,try,1
final,txt,6
final,u,6
final,ur,2
final,urgent,2
final,uve,4
final,vouchers,2
final,waiting,1
final,win,2
final,winner,1
final,wkly,2
final,won,2
final,worth,2
final,xchat,4
final,yes,2
final,youve,2
final,yrs,1
finally,flirt,1
finally,free,1
finally,get,1
finally,help08714742804,1
finally,join,1
finally,matched,1
finally,optout,1
finally,reply,1
finally,sexy,1
finally,singles,1
finally,stop,1
finally,summer,1
finally,summers,1
finally,txt,1
finally,yr,1
find,flirt,1
find,flyng,1
find,followed,1
find,free,4
find,g,1
find,give,2
find,guess,2
find,half,1
find,hgsuite3422landsroww1j6hl,3
find,horo,1
find,httpwwwurawinnercom,4
find,important,4
find,information,4
find,join,1
find,know,10
find,land,2
find,landline,7
find,ldn,3
find,lets,3
find,life,1
find,line,3
find,log,4
find,love,1
find,ls15hb,1
find,lucky,4
find,meet,2
find,message,1
find,messages,1
find,mobile,2
find,msg,2
find,msgs,1
find,name,1
find,new,1
find,nowsend,1
find,o2,2
find,onto,4
find,orange,1
find,partner,2
find,pence,1
find,people,1
find,per,1
find,phone,4
find,pobox,1
find,pobox1,1
find,pobox12n146tf15,1
find,pobox12n146tf150p,1
find,pobox45w2tg150p,2
find,pobox75ldns7,1
find,price,1
find,prizeawaiting,1
find,rcvd,3
find,real,1
find,recdthirtyeight,1
find,rental,1
find,reply,1
find,sam,1
find,secretly,2
find,send,4
find,service,7
find,sexy,1
find,sign,1
find,single,1
find,somebody,2
find,someone,8
find,someonone,1
find,soon,1
find,star,1
find,start,1
find,stopcs,1
find,surprise,3
find,tarot,1
find,text,3
find,texts,1
find,theres,1
find,today,5
find,try,1
find,trying,1
find,txt,1
find,u,6
find,unique,1
find,ur,2
find,urgent,2
find,us,2
find,user,4
find,via,1
find,video,1
find,w14rg,1
find,waiting,1
find,wanna,2
find,want,1
find,wwwareyouuniquecouk,1
find,xmas,1
find,years,3
find,youto,1
finest,getzedcouk,1
finest,gr8,1
finest,mobs,1
finest,pobox365o4w45wq,1
finest,poly,1
finest,rply,1
finest,sleepingwith,1
finest,title,1
finest,titles,1
finest,tones,1
finest,ymca,1
fink,gr8,1
fink,leave,1
fink,lkpobox177hp51fl,1
fink,met,1
fink,msg,1
fink,new,1
fink,please,1
fink,promised,1
fink,reply,1
fink,u,1
fink,ur,1
fink,wiv,1
fink,x,1
fink,yet,1
first,free,1
first,friend,1
first,get,1
first,guess,1
first,harry,2
first,help,1
first,high,2
first,im,1
first,ithis,1
first,know,2
first,moby,2
first,name,2
first,new,2
first,newest,2
first,opinions,1
first,order,2
first,page,1
first,phoenix,2
first,poly,1
first,potter,2
first,prize,2
first,pub,2
first,questions,2
first,quizwin,2
first,read,1
first,readers,2
first,reply,2
first,ringtone,1
first,sp,2
first,stop,3
first,street,2
first,text,1
first,time,1
first,tone,1
first,tones,1
first,true,1
first,txt,3
first,u,2
first,waiting,1
first,want,1
first,web,1
first,win,2
first,wrote,1
first,wwwasjesuscom,1
fit,funky,1
fit,games,1
fit,gossip,1
fit,keep,1
fit,mobile,1
fit,newest,1
fit,selection,1
fit,sport,1
fit,text,1
fit,themob,1
fit,tones,1
fit,wap,1
five,mins,3
five,network,3
five,new,3
five,per,3
five,phone,2
five,phone750,1
five,pounds,3
five,reply,3
five,text,3
five,tomorrow,3
five,video,3
five,want,3
five,week,3
fixed,germany,2
fixed,line,2
fixed,minute,2
fixed,number,2
fixed,pence,2
fixed,per,2
fixed,prepayment,2
fixed,via,2
fixed,wwwtelediscountcouk,1
fixedline,mobile,2
fixedline,ntt,2
fixedline,po,2
fixedline,shop,2
fixedline,till,2
fixedline,travel,2
fixedline,u,2
fixedline,vary,2
fixedline,voucher,2
flag,following,1
flag,game,2
flag,get,5
flag,info,1
flag,message,1
flag,mobile,4
flag,offer,1
flag,official,4
flag,optout,4
flag,phone,1
flag,poly,4
flag,ringtone,4
flag,service,1
flag,show,1
flag,stop,4
flag,text,4
flag,tone,5
flag,tonights,2
flag,txt,4
flag,ur,1
flag,w111wx,4
flag,well,2
flag,yer,4
flight,guaranteed,1
flight,hotel,1
flight,inc,1
flight,paris,1
flight,prize,1
flight,text,1
flight,valentines,1
flight,weekend,1
flight,wwwrtfsphostingcom,1
flights,free,1
flights,friend,1
flights,give,1
flights,holiday,4
flights,inc,4
flights,live,4
flights,next,1
flights,nights,1
flights,operator,4
flights,paris,1
flights,r,1
flights,receive,4
flights,romantic,1
flights,selected,4
flights,sept,1
flights,speak,4
flights,specially,4
flights,take,1
flights,u,4
flights,urgent,1
flights,winner,4
flights,year,1
flirt,free,1
flirt,freemsg,1
flirt,games,1
flirt,get,1
flirt,growing,1
flirt,help08714742804,1
flirt,join,3
flirt,lastest,1
flirt,libertines,1
flirt,marley,1
flirt,matched,1
flirt,meet,1
flirt,mobile,1
flirt,msg,1
flirt,msgs,1
flirt,name,1
flirt,nookii,1
flirt,optout,2
flirt,pence,1
flirt,racal,1
flirt,rcvd,1
flirt,recdthirtyeight,1
flirt,reply,3
flirt,sam,1
flirt,service,1
flirt,sexy,2
flirt,singles,1
flirt,someone,1
flirt,stereophonics,1
flirt,stop,2
flirt,strokes,1
flirt,summer,1
flirt,summers,1
flirt,text,2
flirt,themob,1
flirt,today,1
flirt,txt,2
flirt,u,1
flirt,uks,1
flirt,wap,1
flirt,win,1
flirt,yr,1
flirting,get,1
flirting,girl,1
flirting,join,1
flirting,name,1
flirting,txt,1
flirting,ur,1
flirting,zoe,1
floppy,gay,1
floppy,happy,1
floppy,photo,1
floppy,service,1
floppy,snappy,1
floppy,stop,1
floppy,texts,1
floppy,upload,1
flower,lily,2
flower,quiz,2
flower,tulip,2
flower,tv,2
flower,txt,2
flower,violet,2
flower,win,2
flower,wkent150p16,2
flowers,interflora,1
flowers,late,1
flowers,midnight,1
flowers,order,1
flowers,place,1
flowers,tomorrow,1
flyng,followed,1
flyng,free,1
flyng,g,1
flyng,horo,1
flyng,meet,1
flyng,partner,1
flyng,sign,1
flyng,soon,1
flyng,star,1
flyng,start,1
flyng,txt,1
flyng,u,1
flyng,ur,1
fml,free,2
fml,get,2
fml,mix,2
fml,password,2
fml,ringtone,2
fml,simply,2
fml,text,2
fml,usher,2
fml,verify,2
fml,waiting,2
fmyou,hi,1
fmyou,hotmix,1
fmyou,mandy,1
fmyou,prize,1
fmyou,receive,1
fmyou,someone,1
fmyou,sullivan,1
fmyou,telephone,1
fmyou,transferred,1
foley,ipod,2
foley,keep,2
foley,mobile,2
foley,mr,2
foley,prizes,2
foley,soon,2
foley,ur,2
foley,visit,2
foley,win,2
foley,winner,2
foley,won,2
foley,wwwwin82050couk,2
folks,getting,1
folks,name,1
folks,opt,1
folks,touch,1
folks,txt,1
folks,waiting,1
follow,horniest,1
follow,include,1
follow,instructions,2
follow,join,1
follow,jorgeshock,1
follow,message,1
follow,new,1
follow,next,1
follow,nytec2a3lpmsg150p,1
follow,order,1
follow,sara,1
follow,service,1
follow,sex,1
follow,sign,1
follow,smithswitch,1
follow,tones,1
follow,txt,1
follow,u,1
follow,uks,1
follow,week,1
followed,free,1
followed,g,2
followed,gay,1
followed,gender,1
followed,horo,1
followed,m,1
followed,meet,1
followed,men,1
followed,partner,1
followed,sexy,1
followed,sign,1
followed,singles,1
followed,soon,1
followed,star,1
followed,start,1
followed,text,1
followed,txt,1
followed,u,1
followed,ur,1
followed,waiting,1
followed,wither,1
following,get,1
following,holder,1
following,info,1
following,link,1
following,meal,1
following,message,1
following,mob,3
following,next,1
following,offer,1
following,pc,1
following,phone,1
following,pleased,3
following,prize,3
following,recent,3
following,review,3
following,service,1
following,show,1
following,tone,1
following,ur,1
following,us,1
following,use,1
following,valued,3
following,voucher,1
follows,free,1
follows,question,1
follows,r,1
follows,stop,1
follows,subscribed,1
follows,subsequent,1
follows,textcomp,1
follows,txt,1
follows,u,1
follows,unsubscribe,1
follows,wkly,1
follows,wks,1
fone,free,1
fone,funk,2
fone,get,1
fone,hit,1
fone,hot,1
fone,identifier,1
fone,link,1
fone,m,1
fone,members,1
fone,n,2
fone,network,2
fone,new,4
fone,next,1
fone,nokia,1
fone,offer,1
fone,open,1
fone,operator,2
fone,original,2
fone,points,1
fone,private,1
fone,rates,2
fone,re,1
fone,reply,3
fone,response,1
fone,selection,1
fone,sent,1
fone,shows,1
fone,statement,1
fone,text,2
fone,themobyo,1
fone,tone,2
fone,tones,2
fone,tones2u,2
fone,tried,1
fone,unredeemed,1
fone,ur,3
fone,want,2
fone,weekly,2
fone,wwwringtonescouk,2
fone,yo,1
fone,yohere,1
fones,freemsg,1
fones,got,1
fones,hey,1
fones,hurry,1
fones,ill,1
fones,im,1
fones,pics,1
fones,reply,1
fones,send,1
fones,stop2stop,1
fones,txt,1
fones,u,1
fones,videopic,1
fones,wild,1
fones,work,1
fones,xxx,1
football,gamestar,2
football,go,2
football,nowsky,2
football,opt,2
football,play,2
football,register,2
football,saturday,2
football,scoring,2
football,sky,2
football,starts,2
football,team,2
football,tv,2
footy,get,1
footy,go,1
footy,king,1
footy,large,1
footy,play,1
footy,sept,1
footy,stadium,1
footy,super,1
footy,top,1
footy,walk,1
footy,wanna,1
footy,winner,1
for38,ignore,1
for38,information,1
for38,kath,1
for38,manchester,1
for38,paying,1
for38,sept,1
for38,since,1
for38,tbspersolvo,1
for38,thanks,1
for38,us,1
forget,free,1
forget,fun,1
forget,gbpsms,1
forget,great,1
forget,information,1
forget,life,1
forget,made,1
forget,many,1
forget,much,1
forget,never,1
forget,one,1
forget,place,1
forget,requests,1
forget,special,1
forget,truly,1
forget,wish,1
forget,wont,1
format,get,1
format,graphics,1
format,great,1
format,new,1
format,replying,1
format,take,1
format,tmobile,1
forwarded,immediately,1
forwarded,mailbox,2
forwarded,matches,2
forwarded,message,1
forwarded,messages,2
forwarded,messaging,2
forwarded,please,2
forwarded,retrieve,2
forwarded,send,1
forwarded,sms,2
forwarded,tc,1
forwarded,urgent,1
forwarded,waiting,1
forwarded,weekly,1
forwarded,word,1
forwarded,wwwtextcompcom,1
found,glad,1
found,god,1
found,im,1
found,ive,1
found,msgs,1
found,ntwk,1
found,number,1
found,oh,1
found,std,1
found,text,1
found,xafter,1
four,last,1
four,matches,1
four,number,1
four,numbers,1
four,please,1
four,received,1
four,selected,1
four,todays,1
four,vodafone,1
fraction,get,1
fraction,hack,1
fraction,ldn,1
fraction,neo69,1
fraction,pm,1
fraction,reply,1
fraction,rooms,1
fraction,subscribe,1
fraction,wc1n3xx,1
free,freefone,2
free,freemsg,3
free,freenokia,1
free,freeringtone,1
free,freesend,2
free,friend,1
free,friends,4
free,fun,2
free,future,1
free,g,1
free,game,3
free,games,3
free,garden,2
free,gaytextbuddycom,2
free,get,45
free,getstop,2
free,gift,4
free,giv,1
free,give,2
free,giving,1
free,global,1
free,gnarls,1
free,go,7
free,go2,2
free,goals,1
free,golddigger,1
free,golf,1
free,got,1
free,gr8,2
free,gr8prizes,1
free,great,5
free,guaranteed,6
free,guys,2
free,half,7
free,halloween,3
free,handset,1
free,hardcore,2
free,headset,1
free,heart,1
free,helen,1
free,hello,1
free,help,7
free,help08712400602450p,1
free,help08714742804,1
free,heroes,1
free,hey,1
free,hgsuite3422lands,5
free,hi,2
free,hit,2
free,hl,4
free,homeowners,3
free,hoody,1
free,hope,1
free,horny,2
free,horo,1
free,hot,2
free,house,1
free,hrs,1
free,httptms,1
free,httpwwwgr8prizescom,1
free,im,1
free,improved,2
free,inc,1
free,inclu,1
free,inclusive,1
free,india,1
free,indicate,2
free,information,1
free,install,1
free,ipod,4
free,iscoming,2
free,jackpot,2
free,jamster,1
free,janinexx,1
free,join,4
free,jordan,1
free,july,1
free,karaoke,1
free,keep,1
free,key,1
free,kick,1
free,kiosk,1
free,l8er,1
free,landline,1
free,landlineonly,1
free,latest,23
free,lccltd,2
free,legitimat,1
free,lets,1
free,life,1
